hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
City Hotel,1,467,2017,July,3,8,0,5,4,0,0,SC,DEU,Online TA,Direct,0,0,0,A,D,0,No Deposit,0,Transient,106.73091609532487,0,1,Check-Out
City Hotel,0,366,2016,February,4,11,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient-Party,60.881568012156585,0,0,Check-Out
City Hotel,0,93,2017,August,35,15,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,K,0,No Deposit,0,Transient,105.58505792114926,0,0,Canceled
City Hotel,1,204,2016,December,7,23,0,1,2,0,0,BB,PRT,Corporate,TA/TO,0,0,1,A,F,1,No Deposit,1,Transient,102.74293795790398,0,0,Check-Out
Resort Hotel,1,461,2016,May,8,1,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,B,1,No Deposit,1,Transient,122.32461281975506,1,2,Check-Out
City Hotel,0,693,2017,September,3,11,0,2,2,1,0,HB,ITA,Online TA,TA/TO,0,2,1,A,F,0,No Deposit,0,Transient,84.3748395240044,0,0,Check-Out
Resort Hotel,0,198,2015,June,39,28,2,3,1,0,0,BB,PRT,Online TA,Direct,0,0,0,D,A,0,No Deposit,1,Transient,141.84473811867468,0,0,Check-Out
City Hotel,1,705,2017,February,31,7,0,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,Non Refund,1,Transient,43.47266271368245,0,3,Canceled
City Hotel,1,574,2017,September,3,10,2,4,1,0,0,BB,GBR,Offline TA/TO,Direct,1,0,0,E,E,1,No Deposit,1,Transient-Party,92.37444945455613,0,0,Check-Out
City Hotel,1,629,2017,November,18,1,2,6,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,1,Transient,21.853489528471798,0,0,Check-Out
Resort Hotel,0,286,2016,May,15,14,1,1,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,F,E,0,No Deposit,4,Transient,27.71072904164994,0,3,Check-Out
City Hotel,0,429,2016,October,16,26,0,6,3,0,0,BB,BRA,Online TA,TA/TO,0,0,1,A,D,0,No Deposit,0,Group,29.823079872389442,0,2,Check-Out
City Hotel,0,344,2015,February,38,10,1,4,4,0,0,SC,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,1,Transient,174.98037629262598,0,0,Canceled
City Hotel,0,274,2017,May,35,24,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,1,Transient-Party,161.35840574157268,0,2,Check-Out
City Hotel,0,735,2016,July,30,23,2,5,4,0,1,BB,PRT,Direct,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,53.330251249647425,1,0,Check-Out
Resort Hotel,1,142,2016,March,24,29,1,3,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,63.37164379669557,0,1,Canceled
City Hotel,1,155,2016,September,6,1,0,4,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient,86.16715097140772,0,0,Check-Out
City Hotel,0,576,2016,July,30,27,1,3,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,E,0,No Deposit,2,Transient,153.36679939876237,0,0,Check-Out
City Hotel,0,708,2016,February,1,20,0,5,2,0,0,BB,ESP,Online TA,Direct,0,0,0,A,A,0,No Deposit,2,Transient,86.24971329853913,0,0,Canceled
City Hotel,1,60,2015,December,12,31,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,1,Transient,21.682993883893403,0,1,Check-Out
City Hotel,1,158,2016,December,16,24,3,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,D,0,No Deposit,2,Transient,88.26945003409347,0,2,Check-Out
Resort Hotel,0,323,2016,June,12,31,3,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,149.5382974651314,0,0,Check-Out
Resort Hotel,1,445,2016,January,44,19,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,F,A,0,No Deposit,0,Transient,114.96876592035386,0,5,Check-Out
Resort Hotel,1,569,2017,June,34,26,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,G,0,No Deposit,1,Transient,120.96757187615195,0,0,Check-Out
City Hotel,0,591,2015,January,34,20,0,5,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,1,Transient-Party,63.14087404272783,0,1,Canceled
City Hotel,0,558,2016,May,44,14,3,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,E,B,0,No Deposit,2,Transient,179.53700806475774,0,2,Check-Out
Resort Hotel,0,269,2016,May,30,20,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,4,Transient-Party,96.75592830916742,0,0,Check-Out
City Hotel,0,75,2016,September,23,11,3,4,1,0,0,BB,Other,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,0,Transient,35.54863327238465,0,0,Check-Out
City Hotel,0,61,2016,October,31,25,0,6,4,0,0,BB,DEU,Corporate,TA/TO,0,2,1,A,A,0,No Deposit,0,Transient,93.44038020313425,0,0,Check-Out
City Hotel,0,649,2016,May,14,16,1,2,3,0,1,BB,Other,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,5,Transient,149.99752936516677,0,0,Check-Out
City Hotel,0,389,2015,March,28,21,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,1,A,C,0,No Deposit,2,Transient,57.901753196059616,0,0,Canceled
City Hotel,0,735,2016,March,51,22,1,2,2,0,0,HB,Other,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,2,Transient,97.12740676965986,0,0,Check-Out
Resort Hotel,0,183,2017,December,37,6,2,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,A,2,No Deposit,0,Transient,91.66015359757246,0,0,Canceled
City Hotel,1,39,2017,March,46,10,2,3,1,0,0,BB,FRA,Online TA,Direct,1,0,2,F,D,0,No Deposit,2,Transient,125.45742014233733,0,1,Check-Out
Resort Hotel,0,51,2016,September,20,29,1,2,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,F,0,No Deposit,1,Transient,145.62921594353043,0,0,Check-Out
City Hotel,0,490,2016,May,45,2,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,1,Transient-Party,110.38431621344384,0,2,Canceled
City Hotel,0,332,2015,November,6,3,1,3,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,1,Transient,87.15469103667687,0,3,Check-Out
City Hotel,0,274,2016,February,44,7,0,3,1,0,0,BB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,1,Transient,128.9154825723852,0,0,Check-Out
City Hotel,0,573,2015,January,41,8,0,7,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,D,F,1,No Deposit,0,Transient,87.9149200379554,1,1,Check-Out
City Hotel,0,621,2016,September,27,23,0,2,2,0,0,BB,PRT,Offline TA/TO,Direct,0,0,1,F,D,0,No Deposit,2,Transient,13.588159282304588,0,0,Check-Out
Resort Hotel,0,399,2015,August,6,29,1,2,3,0,0,BB,BRA,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,1,Transient,24.306387262545442,1,2,Canceled
City Hotel,0,392,2016,July,8,3,3,2,1,0,0,HB,GBR,Corporate,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient,91.28920124801677,0,0,Check-Out
City Hotel,0,56,2016,March,22,18,0,2,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,105.6392052924168,0,2,Check-Out
Resort Hotel,1,337,2016,October,8,11,1,4,1,0,0,BB,ITA,Corporate,TA/TO,0,1,0,A,D,0,No Deposit,1,Transient,15.465943724671632,0,0,Check-Out
City Hotel,1,32,2016,July,32,12,0,2,2,0,0,BB,PRT,Corporate,Direct,0,0,0,A,E,0,Non Refund,3,Transient,72.14237759511899,0,1,Check-Out
City Hotel,1,538,2017,October,43,1,1,2,1,0,0,HB,PRT,Corporate,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,125.59628428934202,0,2,Canceled
City Hotel,0,621,2015,May,51,27,0,5,1,0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,161.04726211513858,0,0,Check-Out
City Hotel,1,479,2015,June,50,28,0,4,3,0,0,BB,PRT,Corporate,Direct,0,0,0,D,D,0,Refundable,1,Transient,20.839925031064624,1,0,Check-Out
City Hotel,0,121,2017,January,37,3,1,1,3,0,0,FB,PRT,Groups,TA/TO,0,1,2,D,A,0,No Deposit,0,Transient-Party,9.907634728139158,0,0,Check-Out
City Hotel,1,338,2017,October,26,1,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,F,G,0,No Deposit,2,Transient,35.09764065842076,0,0,Canceled
Resort Hotel,0,414,2016,October,27,31,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,156.88033911367853,1,0,Check-Out
City Hotel,1,99,2015,August,38,25,0,5,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,E,C,0,No Deposit,1,Transient,93.66241117273489,0,0,Check-Out
City Hotel,0,599,2015,June,42,18,1,3,2,0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,G,0,No Deposit,1,Transient,111.95684481663075,0,1,Check-Out
City Hotel,0,497,2016,June,23,7,1,3,2,0,0,BB,PRT,Online TA,Direct,0,0,2,A,A,0,No Deposit,0,Transient,124.34722812859795,0,1,Canceled
City Hotel,0,328,2016,February,2,17,1,3,1,0,0,HB,PRT,Direct,Direct,1,0,0,C,G,0,No Deposit,1,Transient,71.50866826144383,0,0,Check-Out
City Hotel,0,138,2015,November,29,8,1,2,2,1,0,BB,Other,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,55.873875478204035,0,0,Canceled
City Hotel,1,206,2016,March,13,6,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,2,Transient-Party,92.23480183166497,0,2,Check-Out
City Hotel,0,452,2017,March,29,25,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,47.33188368309612,0,0,Canceled
Resort Hotel,0,519,2017,October,10,3,4,4,4,0,0,SC,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,4,Contract,105.61262678975999,0,0,Canceled
City Hotel,0,94,2016,January,28,4,2,2,1,0,0,BB,BRA,Corporate,GDS,0,2,1,E,A,0,Non Refund,1,Transient,141.01372263181412,0,1,Check-Out
City Hotel,0,414,2016,June,2,14,0,3,2,0,0,HB,Other,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,2,Transient,108.21010202255282,0,5,Canceled
City Hotel,0,630,2016,December,9,16,0,2,1,1,0,BB,FRA,Online TA,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,89.3893917555142,0,0,Canceled
City Hotel,1,344,2015,December,23,5,2,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,1,Transient,130.87062686290136,0,2,Canceled
Resort Hotel,0,404,2015,October,27,25,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,G,F,0,No Deposit,1,Transient,16.44949981308642,0,0,Canceled
City Hotel,0,537,2016,April,46,8,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,E,0,No Deposit,1,Transient,42.4533916220212,1,0,Check-Out
City Hotel,0,348,2015,October,18,31,0,5,2,0,0,BB,ITA,Corporate,Direct,0,0,0,A,G,0,No Deposit,0,Contract,126.46623720921343,0,1,Check-Out
City Hotel,1,468,2015,January,25,30,1,3,2,0,0,SC,PRT,Corporate,TA/TO,0,0,0,A,F,1,No Deposit,0,Transient,107.29055849500486,0,0,Check-Out
City Hotel,1,679,2016,May,41,3,1,4,2,0,1,BB,Other,Online TA,Direct,0,0,0,G,B,1,No Deposit,1,Transient-Party,61.06344319165521,0,2,Canceled
Resort Hotel,0,217,2017,August,40,21,2,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient-Party,73.80122084246922,0,0,Check-Out
City Hotel,0,466,2016,July,52,13,2,5,3,0,0,BB,PRT,Groups,TA/TO,0,0,0,B,D,0,No Deposit,3,Transient,117.97565316919312,0,0,Check-Out
City Hotel,1,233,2015,May,9,27,0,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,0,Transient,61.22587708699475,0,0,Check-Out
Resort Hotel,1,570,2017,November,30,27,2,2,1,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,Non Refund,3,Transient,101.33458920525408,0,1,Canceled
City Hotel,0,729,2016,January,17,12,2,4,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,59.21686688314251,0,1,Canceled
City Hotel,1,509,2016,March,32,28,0,3,2,0,0,HB,PRT,Direct,TA/TO,0,0,1,A,B,1,No Deposit,0,Transient,151.28853563534727,0,0,Canceled
City Hotel,0,485,2016,December,38,15,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,1,Transient,125.15460320386026,0,0,Check-Out
City Hotel,0,87,2015,July,46,2,1,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,A,1,No Deposit,3,Transient,113.07526224928918,0,2,Check-Out
Resort Hotel,0,129,2017,June,44,30,0,5,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,0,Contract,94.76148347247083,0,3,Canceled
City Hotel,0,109,2016,December,53,18,0,4,1,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,1,No Deposit,0,Transient,87.56146851147187,0,0,Check-Out
City Hotel,1,679,2016,November,22,15,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,4,Contract,116.15851705386315,0,2,Check-Out
Resort Hotel,0,502,2016,April,20,16,1,4,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,E,2,No Deposit,2,Group,18.667070188201933,0,3,Check-Out
City Hotel,1,184,2015,September,37,29,0,7,2,0,0,SC,ESP,Offline TA/TO,Corporate,0,0,1,E,D,1,No Deposit,2,Transient,87.59469531536142,0,0,Check-Out
Resort Hotel,0,731,2016,February,50,4,2,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,1,D,D,0,No Deposit,2,Transient,179.41207096801497,0,1,Check-Out
City Hotel,0,640,2015,February,10,7,0,5,3,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,E,0,No Deposit,1,Transient,137.93104766464668,0,0,Check-Out
Resort Hotel,1,488,2015,December,20,14,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,2,Transient,46.80158702841468,0,0,Canceled
City Hotel,0,535,2015,September,8,4,3,1,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,Non Refund,1,Transient,166.97930854734264,1,2,Check-Out
Resort Hotel,1,579,2016,July,6,5,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,Transient,115.24194428197744,0,0,Check-Out
City Hotel,0,216,2015,October,41,25,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,A,0,No Deposit,1,Transient,185.53288500073984,0,2,Canceled
Resort Hotel,1,29,2016,January,19,17,0,2,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,E,D,0,No Deposit,3,Transient,51.53014708628483,0,2,Check-Out
Resort Hotel,1,199,2015,December,36,23,1,5,3,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,1,Transient-Party,108.3122246832128,0,0,Check-Out
City Hotel,0,235,2015,October,9,31,0,0,1,0,1,BB,GBR,Groups,TA/TO,0,0,0,D,A,0,No Deposit,1,Transient,73.40545917976154,0,2,Check-Out
City Hotel,1,138,2017,May,12,20,1,3,1,0,0,HB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,3,Transient-Party,49.39889111155594,0,1,Canceled
Resort Hotel,1,434,2017,February,45,12,5,1,3,0,0,BB,PRT,Corporate,TA/TO,0,0,1,F,C,1,No Deposit,1,Transient,125.20985437879538,0,0,Canceled
City Hotel,1,100,2016,March,40,6,0,6,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,204.65155346680413,0,0,Check-Out
City Hotel,0,171,2015,September,36,7,1,4,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,G,1,No Deposit,2,Transient,109.11110918423763,0,1,Check-Out
Resort Hotel,0,553,2017,April,18,30,0,1,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,D,A,0,No Deposit,1,Transient,143.92772873538246,0,0,Check-Out
City Hotel,1,199,2017,December,32,3,0,3,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,Transient,87.90808190663276,0,0,No-Show
Resort Hotel,1,186,2016,December,40,9,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,G,2,No Deposit,0,Transient,42.11189106996381,0,1,Canceled
City Hotel,0,262,2016,February,9,6,0,6,2,0,0,BB,ITA,Corporate,Direct,0,0,0,D,A,0,Non Refund,3,Transient,130.17782778362223,0,1,Canceled
Resort Hotel,0,639,2015,July,18,23,2,2,1,0,0,SC,FRA,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,0,Transient,43.003196138479375,0,0,Check-Out
Resort Hotel,1,13,2015,March,43,19,2,7,1,0,0,SC,Other,Direct,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,103.49155839262126,0,0,Check-Out
City Hotel,0,622,2016,June,10,8,1,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,1,F,A,1,No Deposit,0,Transient,128.9752302622961,0,0,Check-Out
City Hotel,1,679,2016,May,47,4,0,4,2,0,1,BB,ITA,Online TA,TA/TO,0,0,0,E,A,2,No Deposit,0,Transient,27.67516095450179,0,0,Check-Out
City Hotel,0,722,2017,December,23,17,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,F,A,1,No Deposit,1,Transient,91.46177910308008,0,1,Check-Out
City Hotel,0,191,2016,December,53,17,0,3,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,B,D,0,No Deposit,1,Transient,103.41760424415898,1,1,Check-Out
City Hotel,0,8,2017,September,15,26,0,4,1,0,0,HB,PRT,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,1,Transient,0.4590167636355318,0,5,Check-Out
City Hotel,1,98,2016,May,10,15,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,82.08125813624605,0,1,Check-Out
City Hotel,0,135,2015,October,38,26,2,1,2,0,0,BB,ITA,Direct,Direct,0,0,1,E,A,0,Refundable,1,Transient,130.47390411662963,0,0,Canceled
Resort Hotel,0,547,2017,September,52,5,0,1,2,0,0,HB,FRA,Online TA,Direct,0,0,0,E,A,0,No Deposit,0,Transient-Party,84.17981948167785,0,1,Check-Out
City Hotel,1,209,2016,October,37,27,3,2,1,0,0,SC,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,1,Transient,123.68964659421135,0,1,Check-Out
City Hotel,0,294,2015,May,11,16,2,2,2,0,0,BB,Other,Online TA,Direct,0,0,0,A,E,0,No Deposit,0,Transient,56.66071963891623,0,0,Check-Out
Resort Hotel,0,216,2016,April,11,22,3,3,3,0,0,BB,ITA,Groups,TA/TO,0,1,0,E,A,0,No Deposit,1,Transient-Party,11.156873130812158,0,1,Check-Out
Resort Hotel,1,140,2015,January,10,23,0,1,4,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,63.73948239476642,0,0,Check-Out
Resort Hotel,0,323,2017,December,29,1,1,3,1,0,0,SC,ITA,Groups,TA/TO,0,0,1,G,E,0,Non Refund,0,Transient,57.07837530037934,0,0,Check-Out
Resort Hotel,1,413,2015,July,52,16,0,5,3,0,0,BB,ESP,Online TA,TA/TO,0,1,0,A,D,1,No Deposit,0,Transient,23.22780943594222,1,1,Check-Out
Resort Hotel,1,463,2016,January,22,24,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,C,0,No Deposit,1,Transient-Party,61.22564056941544,0,0,Check-Out
Resort Hotel,0,113,2016,December,4,14,4,2,1,0,0,BB,PRT,Online TA,Direct,0,0,0,E,A,0,No Deposit,0,Transient,119.02830231738952,0,0,Canceled
City Hotel,1,229,2016,August,30,21,1,1,1,1,0,BB,FRA,Online TA,TA/TO,0,0,0,F,D,0,No Deposit,1,Group,88.98291482283429,0,0,Check-Out
City Hotel,0,498,2015,February,52,14,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,90.71067253475482,2,3,Check-Out
City Hotel,0,412,2017,May,49,12,2,2,4,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,D,0,No Deposit,2,Transient-Party,131.96592373487604,0,0,Canceled
City Hotel,0,12,2016,August,25,2,2,5,2,0,0,HB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130.26824299881315,0,0,Check-Out
City Hotel,0,524,2015,January,1,25,1,1,3,0,0,HB,Other,Online TA,Corporate,0,0,1,D,C,0,No Deposit,0,Transient-Party,68.90179721280796,0,0,Canceled
City Hotel,1,30,2015,January,28,20,1,4,1,0,0,HB,PRT,Online TA,GDS,0,0,0,E,F,0,No Deposit,0,Transient,134.2746817088061,0,0,Check-Out
City Hotel,1,393,2017,October,10,27,0,2,1,0,0,BB,PRT,Direct,TA/TO,0,0,1,B,A,1,No Deposit,2,Transient,65.03101211746173,0,0,Check-Out
City Hotel,0,382,2016,December,18,25,1,4,1,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,1,E,D,0,No Deposit,2,Transient,57.592040777128794,0,1,Canceled
Resort Hotel,1,646,2015,July,6,24,2,5,1,0,0,BB,GBR,Corporate,TA/TO,0,0,0,D,B,0,No Deposit,0,Group,45.714722365933866,0,3,Check-Out
City Hotel,1,234,2015,November,39,8,0,2,3,0,0,BB,BRA,Groups,TA/TO,0,0,0,D,F,0,No Deposit,0,Group,112.85794070299575,0,3,Check-Out
Resort Hotel,0,220,2016,August,49,31,1,2,2,0,0,BB,DEU,Groups,TA/TO,0,0,0,A,D,0,No Deposit,2,Transient-Party,59.71753825569161,0,0,Check-Out
City Hotel,1,130,2016,June,31,16,1,4,1,0,0,BB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,1,Transient,67.62769627366089,0,1,Check-Out
City Hotel,0,348,2016,November,29,28,1,3,2,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,K,0,No Deposit,1,Transient-Party,27.06680971496492,0,0,Check-Out
City Hotel,1,584,2016,April,37,2,1,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,1,E,F,0,No Deposit,4,Transient-Party,43.09245352941636,0,0,Check-Out
City Hotel,1,77,2016,July,12,31,1,3,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient-Party,79.68667358771991,0,0,Canceled
Resort Hotel,0,559,2017,January,51,7,4,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,4,Transient,200.70987994482687,0,0,Check-Out
City Hotel,0,727,2016,February,20,3,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,1,A,D,0,No Deposit,3,Transient,79.70616651131515,0,2,Check-Out
City Hotel,1,437,2015,February,2,3,1,7,2,0,0,BB,FRA,Online TA,TA/TO,0,1,1,D,A,0,No Deposit,0,Group,170.80488175793676,0,0,Check-Out
Resort Hotel,1,53,2015,November,14,11,0,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,72.86751789892587,0,0,Canceled
City Hotel,0,171,2016,June,12,6,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,0,No Deposit,3,Transient-Party,185.99262190908644,0,2,Canceled
City Hotel,0,101,2016,July,15,13,0,3,1,0,0,BB,GBR,Offline TA/TO,Direct,0,0,0,A,B,0,No Deposit,3,Transient,140.74484981680342,0,2,Canceled
Resort Hotel,1,594,2016,November,52,14,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,3,Transient,165.7463974870911,0,2,Check-Out
City Hotel,0,576,2016,August,49,25,1,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,1,A,E,0,No Deposit,1,Transient,127.08509286672552,0,0,Canceled
Resort Hotel,0,485,2017,March,8,8,1,3,2,0,0,BB,Other,Corporate,TA/TO,0,0,0,A,G,0,No Deposit,1,Contract,49.537341350964915,0,0,Check-Out
Resort Hotel,0,487,2017,October,15,2,1,3,2,0,0,HB,PRT,Corporate,TA/TO,0,1,1,A,A,0,No Deposit,1,Transient,75.61644870862975,0,0,Check-Out
City Hotel,0,238,2016,December,34,7,2,2,2,0,1,BB,PRT,Corporate,TA/TO,0,0,1,D,A,0,No Deposit,1,Contract,137.42613855272862,0,1,Canceled
City Hotel,0,334,2015,August,27,17,1,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient-Party,160.6628417951918,0,1,Check-Out
City Hotel,1,286,2016,February,2,14,2,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,58.46116717544195,0,0,Check-Out
City Hotel,1,229,2017,December,5,16,1,2,1,0,0,SC,Other,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,1,Transient,109.63462739766925,0,0,Check-Out
Resort Hotel,0,119,2016,November,50,2,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,0,Transient-Party,78.2675353921995,0,0,Canceled
City Hotel,0,223,2016,February,44,27,0,6,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.06302529527525,0,0,Check-Out
City Hotel,0,326,2016,April,31,7,1,5,2,0,0,BB,ITA,Online TA,TA/TO,0,1,0,D,A,0,No Deposit,1,Transient,144.62639154054415,0,1,Check-Out
City Hotel,0,546,2016,January,21,31,0,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,3,Transient,21.506149093629872,0,1,Canceled
City Hotel,0,579,2016,January,39,22,0,1,4,0,0,SC,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,2,Group,88.39548803452969,0,2,Canceled
Resort Hotel,0,705,2017,April,7,13,1,2,2,0,0,BB,DEU,Offline TA/TO,Direct,0,0,0,G,A,0,No Deposit,1,Transient,144.6044907587198,0,0,Check-Out
City Hotel,0,200,2016,September,40,23,1,3,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,1,Transient,42.353889037131445,0,1,Check-Out
City Hotel,1,464,2015,August,9,20,1,2,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,3,Transient,111.86251198487345,0,0,Check-Out
